Date,Model,Branch,Units_Sold,Sales_Person,Body_Builder,Financier,Chassis_Number,Order_Date,Invoice_Date,Buying_Price,Selling_Price,Customer_Name,Customer_Location,Payment_Mode
2011-12-05,Isuzu FVR,Mombasa,2,Stephen Lewis,General Body Works,KCB,JABC385XYZMI,2009-05-22,2008-03-30,4906358,4948340,Mr. Mike Whitaker,Ericksonchester,Credit
2002-08-21,Isuzu FSR,Chuka,5,Karen Krause,TransAfrica,NCBA,JABC347XYZOe,2017-11-05,2020-06-13,5190782,5118594,Thomas Jenkins,Leahmouth,Cash
2004-01-08,Isuzu FSR,Chuka,1,Stephen Lewis,Krystal,Co-op Bank,JABC674XYZhc,2006-10-20,2025-04-19,5480291,3860680,Zachary Benitez,North Emilychester,Credit
2007-12-29,Isuzu FRR90,Eldoret,5,Steven Dixon,Labh Singh,Family Bank,JABC115XYZOR,2021-06-03,2012-04-29,2554444,5949010,Christina Flores,New Mercedes,Credit
2018-08-15,Isuzu D-MAX,Nairobi,1,Dana Ortiz,Labh Singh,Co-op Bank,JABC173XYZxT,2005-07-27,2022-06-07,2507351,3209353,Jack Owens,East Jessica,Cash
2015-07-01,Isuzu D-MAX,Mombasa,4,Dana Ortiz,TransAfrica,KCB,JABC053XYZgX,2015-11-14,2024-05-31,2987164,3115161,Jeremy Harris,South Garyview,Cash
2022-06-20,Isuzu FSR,Eldoret,2,Carol Waters,General Body Works,Family Bank,JABC881XYZyp,2010-11-03,2006-08-13,5674113,4972813,Tracy Bryant,Jenniferhaven,Credit
2013-08-14,Isuzu NQR Xtra,Nairobi,3,Cindy Ingram,TransAfrica,KCB,JABC829XYZsT,2019-01-30,2006-09-06,4493184,5862188,Sarah White,New Renee,Credit
2024-02-06,Isuzu FVR,Mombasa,3,Dana Ortiz,Labh Singh,Equity Bank,JABC641XYZyP,2020-12-03,2012-09-23,4732668,4510779,Jessica Harris,North Erin,Cash
2022-06-18,Isuzu FRR90,Nairobi,5,Joshua Williams,Krystal,Family Bank,JABC245XYZxX,2017-08-08,2023-08-09,5674552,5327545,Jessica Luna,South Danielview,Credit
2000-05-23,Isuzu FSR,Mombasa,3,Carol Waters,Labh Singh,KCB,JABC378XYZAb,2023-12-17,2017-09-15,5082834,3849062,Jason Hughes,West Lauren,Credit
2007-03-20,Isuzu NQR Xtra,Mombasa,5,Derek Reed,TransAfrica,Family Bank,JABC362XYZCw,2016-09-08,2023-02-27,2175663,5979101,Erika Stevenson,Brandifurt,Cash
2003-05-16,Isuzu FSR,Chuka,5,Carol Waters,Rifter,Equity Bank,JABC682XYZGS,2024-04-29,2017-02-06,4681320,3096564,Joshua Manning,East Dan,Credit
2015-11-26,Isuzu FRR90,Nairobi,5,Dana Ortiz,General Body Works,KCB,JABC987XYZWA,2008-12-28,2006-06-04,4841254,5667973,Ian Harrington,Vegaborough,Cash
2013-11-10,Isuzu FVR,Chuka,2,Carol Waters,TransAfrica,Family Bank,JABC023XYZuo,2003-07-21,2003-06-06,4563720,4030565,Shane Williams,Brendaland,Credit
2015-08-05,Isuzu FVR,Mombasa,3,Michael Miller,Labh Singh,NCBA,JABC740XYZBq,2002-11-02,2022-10-28,5929514,4210785,Jeremy Romero,Dustinville,Credit
2006-03-01,Isuzu FVR,Meru,4,Stacey Bass,Rifter,Family Bank,JABC827XYZlD,2017-12-19,2012-02-13,4203807,3901955,Beth Erickson,Port Johnnyshire,Credit
2025-11-24,Isuzu NQR Xtra,Mombasa,4,Louis Smith,Rifter,Co-op Bank,JABC459XYZrw,2000-08-03,2025-01-30,2186632,5939697,Jonathon Hoffman,Englishton,Cash
2005-01-20,Isuzu D-MAX,Nairobi,4,Katie Romero,Labh Singh,Co-op Bank,JABC733XYZLB,2004-06-13,2003-02-13,5792928,5293024,Erica Yang,Christianburgh,Credit
2025-07-26,Isuzu FRR90,Eldoret,5,Dana Ortiz,Krystal,NCBA,JABC745XYZKt,2015-05-17,2017-06-20,2230425,4679761,Christopher Hall,South Kayla,Credit
2011-10-11,Isuzu FVR,Nairobi,3,Stacey Bass,General Body Works,Co-op Bank,JABC178XYZnp,2001-01-02,2012-10-12,5146820,3188111,Hannah Mcintyre,Autumnland,Credit
2022-10-16,Isuzu FRR90,Chuka,5,Stacey Bass,General Body Works,KCB,JABC846XYZGg,2018-01-03,2023-06-08,2458226,5775346,Marilyn Dunlap,Marshallberg,Cash
2010-10-26,Isuzu NQR Xtra,Nairobi,1,Benjamin Patterson,Labh Singh,Family Bank,JABC269XYZsU,2015-09-06,2009-08-29,3330874,5855128,Sharon Walker,South Adrianburgh,Cash
2001-04-26,Isuzu FSR,Meru,3,Nicolas Grant,TransAfrica,KCB,JABC607XYZjs,2018-09-09,2018-09-03,3474213,3177663,Vicki Arnold,New Baileyhaven,Credit
2008-09-04,Isuzu FSR,Meru,2,Kathleen Pacheco,Labh Singh,KCB,JABC766XYZJy,2001-02-17,2024-02-10,3383081,3300259,Mark Hernandez,East Jennifermouth,Cash
2000-09-23,Isuzu FRR90,Chuka,3,Derek Reed,Krystal,Equity Bank,JABC959XYZqV,2002-02-19,2019-03-15,4290760,4283610,Jill Hernandez,Johnsontown,Credit
2002-09-29,Isuzu FRR90,Eldoret,5,Katie Romero,Rifter,Co-op Bank,JABC196XYZRY,2011-12-24,2005-02-23,3139323,3077990,Lucas Hart DDS,Robertmouth,Cash
2020-02-18,Isuzu FVR,Mombasa,4,Katie Romero,General Body Works,KCB,JABC497XYZdG,2003-06-14,2009-11-13,2071022,6152928,Danielle Mclaughlin,West Jamesberg,Credit
2022-03-22,Isuzu FRR90,Meru,2,Michael Miller,Rifter,KCB,JABC725XYZRR,2006-08-15,2012-01-10,3761447,5893714,Selena Garcia,Mollyton,Cash
2006-09-06,Isuzu FVR,Nairobi,4,Dana Ortiz,Rifter,NCBA,JABC890XYZue,2012-04-15,2022-06-02,5102567,2976383,Carol Cohen,Loriton,Credit
2004-06-12,Isuzu FRR90,Eldoret,2,Steven Dixon,General Body Works,NCBA,JABC844XYZuM,2020-05-28,2019-02-22,4917176,3017184,David Sullivan,New Rachel,Credit
2000-03-31,Isuzu FRR90,Eldoret,5,Derek Reed,Rifter,NCBA,JABC784XYZxC,2009-12-27,2001-06-27,2857773,5402902,Kristy Williams,South Jillside,Credit
2017-05-02,Isuzu NQR Xtra,Chuka,2,Louis Smith,TransAfrica,Co-op Bank,JABC229XYZjw,2004-08-07,2010-11-02,2580057,3073111,Mr. Gary Armstrong Jr.,Toddmouth,Cash
2013-10-05,Isuzu NQR Xtra,Mombasa,1,Karen Krause,Rifter,NCBA,JABC362XYZon,2008-05-01,2012-03-19,5608100,5375171,Melanie Kent,East Michaelside,Cash
2024-12-27,Isuzu FRR90,Meru,4,Steven Dixon,Labh Singh,KCB,JABC592XYZSo,2002-03-30,2008-11-12,3105015,3604901,Matthew Harvey,Raymondborough,Credit
2007-12-30,Isuzu NQR Xtra,Nairobi,4,Crystal Fleming,Rifter,Co-op Bank,JABC438XYZvk,2010-01-03,2006-12-18,5012590,5587755,Nathaniel Johnson,North Connor,Cash
2022-07-23,Isuzu D-MAX,Mombasa,1,Cindy Ingram,Labh Singh,KCB,JABC111XYZNP,2010-01-21,2000-07-19,4813952,4789551,James Frank,Williamsshire,Credit
2015-08-04,Isuzu FRR90,Chuka,2,Joshua Williams,TransAfrica,Equity Bank,JABC482XYZoI,2016-09-16,2017-06-24,5547498,3812019,Douglas Johnson,Amandaburgh,Cash
2020-08-25,Isuzu FVR,Mombasa,5,Kathleen Pacheco,Rifter,NCBA,JABC286XYZjT,2013-11-25,2005-12-17,4667054,3834142,Angelica James,South Laurenview,Credit
2002-03-28,Isuzu D-MAX,Chuka,1,Shannon Thompson,Labh Singh,Family Bank,JABC002XYZQN,2007-12-26,2006-07-12,5286180,4966022,Jackie Schmidt,Port Jonathantown,Cash
2024-04-03,Isuzu FSR,Mombasa,4,Stacey Bass,TransAfrica,NCBA,JABC464XYZzC,2009-11-21,2005-03-27,3044281,3101742,Mr. Aaron Alexander,Kyleshire,Credit
2001-02-24,Isuzu NQR Xtra,Meru,4,Louis Smith,Labh Singh,Co-op Bank,JABC638XYZgM,2002-06-23,2006-07-05,4523282,5315239,Zachary Adams,Ortizbury,Cash
2010-08-20,Isuzu NQR Xtra,Chuka,3,Benjamin Patterson,Krystal,NCBA,JABC444XYZrb,2014-11-18,2024-12-22,2114120,5550885,Brittany Arnold,Lake Andrewmouth,Credit
2004-11-08,Isuzu FVR,Nairobi,1,Michael Miller,Rifter,Equity Bank,JABC604XYZuE,2015-02-14,2013-03-23,3570131,6021639,Jennifer Wright,Harrisview,Credit
2000-02-10,Isuzu FRR90,Chuka,4,Dana Ortiz,Labh Singh,NCBA,JABC492XYZIX,2023-02-20,2018-07-17,5617865,5907793,Victoria Douglas,North Charlesview,Credit
2025-08-23,Isuzu FSR,Nairobi,1,Crystal Fleming,Rifter,KCB,JABC597XYZxk,2011-03-31,2022-01-02,5951229,3292803,Seth Moreno,Ashleyborough,Cash
2009-02-12,Isuzu FSR,Chuka,2,Joshua Williams,Rifter,Equity Bank,JABC955XYZHs,2013-05-26,2007-02-03,3021981,3714031,Leroy Hubbard,East Alyssa,Credit
2003-04-07,Isuzu NQR Xtra,Chuka,5,Kristy Moran,General Body Works,Family Bank,JABC937XYZHK,2021-07-04,2025-01-02,4104739,2773368,Carol Smith,Stewartfort,Cash
2010-07-06,Isuzu FSR,Mombasa,3,Alicia Gutierrez,General Body Works,Family Bank,JABC634XYZRS,2009-06-12,2012-05-26,3703419,3892254,Lisa Reid,West Andrewfurt,Cash
2016-09-08,Isuzu FSR,Eldoret,1,Crystal Fleming,Krystal,NCBA,JABC746XYZoR,2013-02-11,2008-02-10,4651518,3742737,Madison Fletcher,South Randyport,Cash
2018-04-11,Isuzu FRR90,Mombasa,2,Derek Reed,Labh Singh,NCBA,JABC223XYZkh,2023-12-26,2017-12-30,5487202,5718191,Gabrielle Hutchinson,New Pamelamouth,Credit
2018-09-14,Isuzu D-MAX,Meru,4,Kathleen Pacheco,TransAfrica,Family Bank,JABC930XYZcN,2020-01-07,2020-12-26,2688223,6010615,Michael Sloan,Allentown,Cash
2000-08-31,Isuzu FVR,Mombasa,3,Carol Waters,Krystal,KCB,JABC810XYZvi,2011-07-13,2008-01-31,3571489,4112899,Megan Reyes,Rebeccaport,Credit
2016-05-13,Isuzu FVR,Mombasa,1,Stacey Bass,Rifter,Equity Bank,JABC155XYZiC,2016-06-27,2014-10-08,3105366,5838773,Taylor Smith,Jenningsfurt,Credit
2022-04-07,Isuzu FSR,Mombasa,4,Steven Dixon,Rifter,Equity Bank,JABC722XYZQB,2024-12-17,2017-02-21,3779170,3014543,Jennifer Kim,East Donaldport,Credit
2015-04-22,Isuzu FRR90,Meru,1,Derek Reed,TransAfrica,Co-op Bank,JABC826XYZmr,2008-10-24,2009-06-11,4731458,2540246,Patricia Jensen,Gilmorebury,Credit
2021-02-23,Isuzu FRR90,Chuka,3,Carol Waters,TransAfrica,Co-op Bank,JABC207XYZPH,2007-06-23,2005-08-05,2036601,3711246,Tammy Torres,West Jameston,Credit
2005-02-08,Isuzu D-MAX,Chuka,2,Derek Reed,Krystal,Family Bank,JABC298XYZXg,2007-05-12,2009-09-11,3963169,6172769,Brandon Rocha,Lake Karinamouth,Credit
2005-06-14,Isuzu D-MAX,Mombasa,5,Joshua Williams,TransAfrica,Family Bank,JABC033XYZEk,2013-08-24,2018-06-18,3203250,4497943,Gabriel Marshall,East Craig,Cash
2009-09-07,Isuzu NQR Xtra,Nairobi,2,Kathleen Pacheco,TransAfrica,Co-op Bank,JABC308XYZGu,2019-07-17,2001-01-06,5513659,3372772,Mr. Thomas Hill Jr.,Chanport,Cash
2000-08-10,Isuzu FSR,Eldoret,3,Shannon Thompson,Labh Singh,NCBA,JABC806XYZoX,2021-06-19,2014-05-12,5470321,4261984,Ryan Sandoval,Mcgeeport,Credit
2015-04-19,Isuzu FSR,Eldoret,3,Crystal Fleming,Krystal,NCBA,JABC428XYZkr,2006-04-26,2014-09-29,2074003,5419907,Amy Wilcox,Milesberg,Cash
2010-01-15,Isuzu FRR90,Chuka,3,Carol Waters,General Body Works,Co-op Bank,JABC333XYZrT,2023-07-07,2016-09-04,3093323,4398095,Kelly Rodriguez,Gonzalezfurt,Cash
2004-03-04,Isuzu FSR,Meru,2,Steven Dixon,General Body Works,NCBA,JABC721XYZgK,2015-05-23,2010-01-10,5270447,5087879,Charles Dodson,East Oliviamouth,Cash
2013-09-17,Isuzu FSR,Eldoret,4,Kristy Moran,General Body Works,KCB,JABC849XYZRY,2019-02-16,2001-03-28,2329032,4791838,Katelyn Morris,North Kaylaland,Credit
2002-07-10,Isuzu D-MAX,Eldoret,5,Alicia Gutierrez,Labh Singh,Co-op Bank,JABC410XYZhj,2006-08-21,2018-05-05,3910932,5117347,Penny Tucker,Lake Heidiborough,Credit
2003-03-23,Isuzu FSR,Nairobi,4,Kathleen Pacheco,Rifter,Family Bank,JABC230XYZeq,2000-12-28,2015-04-08,3791915,5776081,Ashley Villanueva,Hamptontown,Credit
2004-10-17,Isuzu D-MAX,Nairobi,5,Crystal Fleming,Labh Singh,KCB,JABC709XYZpw,2005-11-19,2004-06-16,4297017,5193850,Robert Keith,Savageview,Credit
2014-11-24,Isuzu D-MAX,Chuka,3,Karen Krause,Rifter,Co-op Bank,JABC973XYZbe,2002-08-05,2013-10-26,2689114,5663725,David Lopez,Brewerville,Cash
2025-08-27,Isuzu FRR90,Mombasa,3,Alicia Gutierrez,General Body Works,KCB,JABC967XYZBd,2020-06-22,2023-07-10,5984688,5401723,Jacob Woods,Gloriaville,Credit
2024-03-23,Isuzu NQR Xtra,Nairobi,4,Cindy Ingram,Rifter,Equity Bank,JABC385XYZaW,2003-06-09,2014-04-15,4276005,5468089,John Allison,North Tony,Cash
2016-06-01,Isuzu FSR,Nairobi,2,Michael Miller,General Body Works,Equity Bank,JABC436XYZew,2025-05-04,2006-12-23,3164696,3482537,Jimmy Johnson,South Samuelport,Credit
2022-07-30,Isuzu FRR90,Nairobi,2,Joshua Williams,TransAfrica,Co-op Bank,JABC872XYZFA,2024-07-11,2010-04-14,5057409,4317929,Toni Graham,West Jamesborough,Credit
2017-01-18,Isuzu FRR90,Mombasa,4,Brittany Rogers,Rifter,Equity Bank,JABC306XYZKf,2016-04-24,2009-07-29,5534955,4264779,Jessica Jackson,Tranhaven,Cash
2011-08-26,Isuzu FSR,Meru,3,Nicolas Grant,Labh Singh,Equity Bank,JABC309XYZFI,2006-06-15,2023-10-03,4294591,2662493,Elizabeth Adams,Debrafurt,Credit
2019-01-09,Isuzu NQR Xtra,Mombasa,4,Stephen Lewis,Rifter,Family Bank,JABC069XYZZg,2013-10-27,2018-10-22,5415319,5016194,Tricia Meyer,North Jessica,Credit
2023-11-18,Isuzu D-MAX,Chuka,3,Brittany Rogers,Labh Singh,KCB,JABC034XYZlO,2020-05-23,2011-08-15,5143434,3611998,Brian Massey,South Alyssatown,Credit
2019-02-22,Isuzu D-MAX,Mombasa,3,Michael Miller,Labh Singh,Co-op Bank,JABC283XYZez,2009-05-19,2021-06-25,3093360,2711409,James Mueller,Chavezchester,Credit
2019-09-01,Isuzu FSR,Nairobi,4,Shannon Thompson,Rifter,Equity Bank,JABC712XYZuL,2004-01-26,2006-07-18,2723457,5432940,Tammy Melton,Lake Anthonyland,Credit
2004-11-21,Isuzu FVR,Chuka,2,Steven Dixon,Labh Singh,Equity Bank,JABC487XYZVp,2011-06-28,2011-09-29,5178740,4755993,Jessica Williams MD,East Tracieside,Credit
2013-10-10,Isuzu NQR Xtra,Nairobi,3,Derek Reed,Labh Singh,NCBA,JABC961XYZTv,2025-01-21,2023-05-19,5338912,6003988,Ryan Martinez,North Robert,Credit
2013-04-06,Isuzu FVR,Chuka,5,Karen Krause,TransAfrica,NCBA,JABC669XYZTg,2012-09-08,2005-10-12,4179973,4769083,John Gibson,South Gregoryland,Cash
2003-09-25,Isuzu FSR,Chuka,1,Nicolas Grant,Krystal,Equity Bank,JABC467XYZpx,2006-11-13,2021-09-15,2445164,4463834,Rachel Sampson,Johnnychester,Cash
2019-12-23,Isuzu D-MAX,Nairobi,3,Derek Reed,TransAfrica,KCB,JABC454XYZVh,2015-03-12,2020-01-25,2130222,6384208,Daniel Lee,Port Leah,Cash
2025-12-21,Isuzu FVR,Chuka,2,Benjamin Patterson,Krystal,KCB,JABC172XYZtb,2009-08-28,2006-10-19,5652731,5505140,Louis Miller,South Andreaside,Cash
2019-05-09,Isuzu FRR90,Chuka,1,Crystal Fleming,Krystal,Co-op Bank,JABC966XYZkc,2011-02-11,2006-11-28,5304230,3146331,Brett Cooper,South Shannonberg,Cash
2017-07-14,Isuzu NQR Xtra,Chuka,4,Alicia Gutierrez,TransAfrica,Co-op Bank,JABC817XYZUG,2008-01-24,2003-11-14,3148741,2814280,Jeffrey Davis,Davidmouth,Credit
2002-03-14,Isuzu FSR,Meru,1,Michael Miller,Labh Singh,Family Bank,JABC488XYZqI,2007-01-16,2009-12-14,2475007,6440271,Alisha Stevens,North Matthew,Cash
2009-12-17,Isuzu NQR Xtra,Meru,4,Alicia Gutierrez,Labh Singh,Family Bank,JABC351XYZrA,2015-07-31,2009-03-25,3959253,3755922,Lori Jackson,South Virginia,Cash
2022-12-14,Isuzu FRR90,Meru,1,Kristy Moran,General Body Works,Equity Bank,JABC660XYZDP,2004-09-29,2010-05-31,3580220,2533540,Donald Long,North Victorborough,Credit
2008-03-31,Isuzu FRR90,Nairobi,4,Brittany Rogers,Krystal,Equity Bank,JABC677XYZaV,2019-09-08,2016-08-03,4458119,3601257,Debra Drake,Virginiaton,Credit
2002-05-22,Isuzu FRR90,Chuka,5,Michael Miller,Krystal,Equity Bank,JABC313XYZHQ,2023-11-19,2011-08-31,4509978,3124159,Jesse Jones,South Wesleybury,Credit
2005-05-14,Isuzu NQR Xtra,Meru,3,Dana Ortiz,General Body Works,Family Bank,JABC837XYZVP,2016-06-24,2000-12-13,3226124,4732008,Kristen Padilla,West Clairechester,Credit
2000-11-17,Isuzu FRR90,Meru,4,Nicolas Grant,TransAfrica,NCBA,JABC168XYZln,2010-07-09,2009-07-18,2568818,2727436,Tracey Smith,Gallowayshire,Cash
2019-08-29,Isuzu FVR,Eldoret,1,Brittany Rogers,Krystal,NCBA,JABC307XYZQC,2022-02-19,2005-05-13,2464854,4577178,Reginald Griffin,South Laurafort,Credit
2024-04-04,Isuzu FVR,Nairobi,3,Stephen Lewis,TransAfrica,Family Bank,JABC985XYZzg,2004-05-25,2020-02-13,4148450,3240622,Michael Cruz,Rodriguezville,Credit
2025-05-13,Isuzu NQR Xtra,Chuka,5,Kathleen Pacheco,Rifter,KCB,JABC639XYZvC,2024-03-18,2019-02-06,2126970,6410962,Derek Weeks,West Danielburgh,Cash
2023-11-15,Isuzu FSR,Nairobi,3,Joshua Williams,Rifter,KCB,JABC741XYZxV,2007-09-01,2019-10-30,2301631,2827462,Katrina Howard,Port Cynthiafort,Cash
2020-07-10,Isuzu FRR90,Nairobi,1,Benjamin Patterson,Rifter,Co-op Bank,JABC452XYZbK,2005-06-23,2021-11-14,5433650,2765991,Jasmin Perkins,North Kaylamouth,Cash
2018-04-28,Isuzu FVR,Meru,5,Benjamin Patterson,General Body Works,Co-op Bank,JABC409XYZEA,2007-02-26,2000-07-20,4815492,5828022,Whitney Pace,West Robin,Cash
2018-05-26,Isuzu D-MAX,Eldoret,2,Benjamin Patterson,TransAfrica,Equity Bank,JABC103XYZKR,2011-03-17,2006-07-26,3313147,4007295,Matthew Williams,East Michael,Credit
2016-10-05,Isuzu NQR Xtra,Mombasa,5,Benjamin Patterson,Labh Singh,Family Bank,JABC400XYZtF,2015-09-09,2019-05-03,3572533,4770566,David Butler,West Brianhaven,Cash
2004-08-03,Isuzu FSR,Chuka,4,Louis Smith,Labh Singh,Family Bank,JABC794XYZgR,2011-03-07,2001-04-08,3798617,4857483,Miranda Schmidt,Billyville,Cash
2012-03-13,Isuzu FRR90,Eldoret,5,Alicia Gutierrez,TransAfrica,Family Bank,JABC611XYZar,2021-10-30,2016-05-22,2344038,3837980,Michael Jones,Andrewburgh,Credit
2010-08-19,Isuzu FVR,Chuka,5,Kathleen Pacheco,General Body Works,Co-op Bank,JABC174XYZlJ,2020-09-29,2003-01-20,5366259,2782492,Katherine Hanna,East Christine,Cash
2022-02-24,Isuzu FVR,Chuka,2,Benjamin Patterson,Labh Singh,Equity Bank,JABC016XYZln,2010-09-11,2023-11-25,3129084,4661497,Dennis Johnson,West Shannonport,Cash
2017-03-12,Isuzu FVR,Nairobi,4,Louis Smith,General Body Works,Co-op Bank,JABC035XYZft,2009-04-24,2007-02-05,4251900,4170352,Terry Luna,Arnoldberg,Cash
2014-10-25,Isuzu FRR90,Nairobi,2,Derek Reed,General Body Works,Co-op Bank,JABC299XYZuj,2019-01-11,2023-04-04,4453979,4214984,Daniel Lam,Lake Logan,Cash
2024-11-25,Isuzu FVR,Nairobi,3,Stephen Lewis,TransAfrica,Co-op Bank,JABC424XYZZQ,2011-12-17,2025-05-08,3701980,3879431,Pamela Jones,North Amandabury,Cash
2014-09-04,Isuzu FSR,Mombasa,2,Stacey Bass,Krystal,KCB,JABC619XYZrT,2004-11-02,2009-07-31,5053853,4193549,Laurie Palmer,Billyborough,Cash
2005-02-01,Isuzu FRR90,Chuka,1,Steven Dixon,Krystal,NCBA,JABC779XYZAb,2014-05-01,2005-07-18,4038973,2527375,Kent Turner,Justinbury,Cash
2018-05-02,Isuzu FRR90,Mombasa,1,Dana Ortiz,Krystal,KCB,JABC165XYZuC,2012-01-16,2024-09-12,5559995,5890015,Mary Atkins,Lake Wendy,Credit
2015-05-03,Isuzu FRR90,Eldoret,5,Carol Waters,Labh Singh,KCB,JABC347XYZwo,2007-07-03,2009-10-24,4915247,3305907,Lauren Rhodes,Vargasfurt,Credit
2001-12-24,Isuzu FSR,Eldoret,1,Brittany Rogers,General Body Works,Co-op Bank,JABC836XYZod,2020-02-06,2006-07-13,2477546,4813547,Jessica Brown,South Eric,Cash
2003-06-16,Isuzu NQR Xtra,Eldoret,1,Dana Ortiz,Krystal,Equity Bank,JABC200XYZTf,2022-06-29,2004-05-13,3090551,5257444,Lucas Howard,Petersonfort,Cash
2004-01-01,Isuzu NQR Xtra,Mombasa,4,Michael Miller,Rifter,Equity Bank,JABC036XYZtS,2013-12-18,2001-08-06,3513685,2555335,Christian Martin,Ianchester,Cash
2001-03-20,Isuzu NQR Xtra,Mombasa,2,Michael Miller,General Body Works,NCBA,JABC684XYZbM,2015-09-18,2021-06-25,3573216,5204441,Katherine Nguyen,North Michael,Cash
2004-06-16,Isuzu FRR90,Mombasa,1,Steven Dixon,Rifter,Family Bank,JABC816XYZHL,2010-08-11,2019-11-16,5837475,2775543,Jesse Chapman,New Mitchellstad,Credit
2001-06-15,Isuzu FRR90,Chuka,3,Alicia Gutierrez,Rifter,Co-op Bank,JABC521XYZZc,2001-12-26,2004-03-29,5418053,6440814,Todd Carroll,North Jennifer,Cash
2004-09-29,Isuzu FSR,Chuka,5,Louis Smith,Krystal,KCB,JABC715XYZaD,2016-11-12,2012-01-04,2222221,5146545,Sarah Hanson MD,West Tonya,Credit
2025-09-19,Isuzu FVR,Mombasa,3,Carol Waters,TransAfrica,Family Bank,JABC716XYZAp,2002-06-06,2015-12-19,3699777,5759120,Shelby Huff,Franceshaven,Cash
2006-04-12,Isuzu FVR,Chuka,5,Karen Krause,Krystal,Co-op Bank,JABC139XYZrQ,2018-05-22,2015-08-17,4547767,5748003,Alexander Thomas,East Mario,Cash
2016-12-17,Isuzu FVR,Mombasa,1,Karen Krause,Rifter,Family Bank,JABC315XYZiO,2000-05-22,2014-08-06,5471384,3384796,Christopher Small,North Heather,Credit
2009-04-30,Isuzu FSR,Eldoret,5,Karen Krause,General Body Works,Co-op Bank,JABC338XYZit,2007-10-24,2006-09-09,3164490,3272295,Leah Reynolds,Rodriguezside,Cash
2008-01-24,Isuzu FVR,Nairobi,4,Carol Waters,Rifter,KCB,JABC715XYZkJ,2003-08-12,2018-05-12,3563613,6368148,Sean Rubio,New Karenfurt,Cash
2006-09-22,Isuzu FVR,Nairobi,2,Carol Waters,Krystal,Family Bank,JABC542XYZjI,2020-04-03,2018-11-14,4585660,4776410,Michael Howell,South Brandy,Credit
2005-10-23,Isuzu D-MAX,Mombasa,5,Derek Reed,Krystal,KCB,JABC539XYZav,2012-11-16,2020-01-25,5954143,4086011,Daniel Rice MD,Veronicashire,Credit
2004-06-09,Isuzu D-MAX,Eldoret,2,Michael Miller,Krystal,Equity Bank,JABC826XYZYW,2008-02-18,2018-09-07,2642331,6198807,Michael Howard,Stewarthaven,Cash
2006-03-05,Isuzu FRR90,Chuka,4,Stacey Bass,Krystal,Equity Bank,JABC606XYZpL,2018-12-28,2021-04-25,3260656,5875675,Daniel Morris,South Scott,Credit
2007-01-23,Isuzu NQR Xtra,Mombasa,4,Alicia Gutierrez,Rifter,Equity Bank,JABC408XYZLU,2006-08-16,2020-07-30,5222357,5473334,Leslie Stewart,Alexanderchester,Cash
2016-03-20,Isuzu FVR,Nairobi,2,Karen Krause,General Body Works,Family Bank,JABC640XYZtK,2005-05-30,2008-04-06,4274062,3853630,Raymond Krause,Lake Carol,Credit
2019-04-09,Isuzu FSR,Meru,2,Brittany Rogers,TransAfrica,KCB,JABC421XYZRt,2012-06-28,2016-11-17,4511264,2589987,Glenda Graham,Lake Gregory,Cash
2020-04-11,Isuzu NQR Xtra,Mombasa,2,Stephen Lewis,Labh Singh,Family Bank,JABC386XYZla,2013-11-02,2009-11-10,4809483,3227930,Brandon Murray,Christopherbury,Cash
2009-10-19,Isuzu NQR Xtra,Nairobi,4,Derek Reed,Rifter,Family Bank,JABC821XYZNS,2012-06-29,2003-06-19,2809132,3796904,Brian Ross,New David,Cash
2010-03-28,Isuzu NQR Xtra,Nairobi,1,Carol Waters,TransAfrica,KCB,JABC786XYZNQ,2025-01-06,2016-09-15,4697347,3859384,Jamie King,South Edwinville,Credit
2005-10-11,Isuzu FSR,Chuka,4,Nicolas Grant,Labh Singh,NCBA,JABC671XYZLG,2005-10-05,2021-11-14,2457463,4740792,Charles Cooper,Williamsfort,Credit
2024-06-14,Isuzu FSR,Chuka,5,Crystal Fleming,Rifter,Equity Bank,JABC340XYZAF,2007-03-03,2024-09-12,5856729,6499179,Tanner Braun,Lake Janice,Credit
2002-08-13,Isuzu FVR,Nairobi,1,Derek Reed,General Body Works,Co-op Bank,JABC044XYZst,2011-05-22,2012-09-26,4525236,6388648,Katelyn Moreno,South Melanie,Cash
2012-04-21,Isuzu D-MAX,Meru,4,Dana Ortiz,TransAfrica,NCBA,JABC880XYZYr,2003-10-08,2001-07-30,5070675,4589028,Matthew Long,Blairtown,Credit
2004-06-26,Isuzu D-MAX,Mombasa,2,Crystal Fleming,Rifter,NCBA,JABC038XYZfU,2020-01-14,2003-11-10,2426167,2551095,Yvette Oliver,Torresmouth,Cash
2000-02-09,Isuzu FVR,Eldoret,5,Carol Waters,Krystal,NCBA,JABC299XYZif,2022-05-11,2006-08-25,3361955,4590211,Jenna Garcia,Rosefurt,Cash
2021-08-22,Isuzu FRR90,Eldoret,2,Carol Waters,TransAfrica,Equity Bank,JABC414XYZSx,2005-05-10,2023-11-19,4928082,3201328,Mrs. Cindy Mendoza,East Tashaside,Cash
2015-05-06,Isuzu FRR90,Nairobi,4,Dana Ortiz,TransAfrica,Equity Bank,JABC267XYZLR,2014-03-21,2007-01-22,2136921,5815035,Isaac Rosales,West Samantha,Credit
